_id	url	title	timestamp	writer	shares_count	comments_count	summary	sources__-	categories
1	https://www.tecmundo.com.br/ciencia/204362-cientista-quer-usar-vidro-frear-derretimento-gelo-do-artico.htm	Cientista quer usar 'vidro' para frear derretimento do gelo do Ártico	2020-09-27T13:00:01	Reinaldo Zaruvni	0	0	"Uma das consequências do aumento da temperatura global é o derretimento acelerado de calotas polares, que, além de ameaçar todo o ecossistema, pode varrer completamente cidades costeiras do mapa. Para que catástrofes não ocorram, diversos estudos propõem métodos peculiares envolvendo a chamada geoengenharia, intervenção humana deliberada e em grande escala no sistema climático da Terra. Leslie Field, engenheira de Stanford, de acordo com a BBC News, tem a sua ideia: espalhar \""vidro\"" por todo o Ártico."	BBC News	Ciência, Meio ambiente, Invenção,Inovação
2	https://www.tecmundo.com.br/mobilidade-urbana-smart-cities/204354-helice-gerador-eolico-produz-energia-partir-leves-brisas.htm	Sem hélice, gerador eólico produz energia a partir de leves brisas	2020-09-27T11:00:01	Kris Gaiato	0	0	Pesquisadores chineses desenvolveram um gerador eólico em miniatura que, ao invés de pás, possui duas fitas plásticas capazes de produzir eletricidade até mesmo a partir de um sopro. Os resultados do projeto foram publicados na revista científica Cell Reports Physical Science nesta quarta-feira (23).	Cell Reports Physical Science	Mobilidade Urbana/Smart Cities, Energia limpa, Energia eólica
